Districts,weight,humidity,temperature,quality,month
Sivaganga,990.5282271,28.26886337,70.96149422,1,November
Tenkasi,1032.530038,25.22051654,67.30833886,1,December
Thanjavur,1017.768497,39.42920272,73.49091498,1,January
Theni,1035.922512,29.31457333,67.75865632,1,February
Thoothukudi (Tuticorin),960.2211718,39.17755169,66.80154036,0,March
Tiruchirappalli (Trichy),1030.142967,35.15827203,69.49272064,1,April
Tirunelveli,1044.250607,43.23619469,69.47971761,1,May
Tirupathur,955.0286114,43.16499363,70.87673514,0,June
Tiruppur,1030.119623,38.44068145,70.62989076,0,July
Tiruvallur,1028.656125,42.79653598,68.40898125,1,August
Tiruvannamalai,957.9078154,34.84197911,66.22028073,1,September
Tiruvarur,977.3311183,34.70704602,72.70119611,1,October
Vellore,986.9082622,31.01743624,74.20635115,1,November
Viluppuram,968.608185,34.32895651,70.26824683,1,December
Virudhunagar,1033.81759,40.37813145,66.94765356,1,January
Ariyalur,967.4727708,26.47100458,72.94978877,1,February
Chengalpattu,1020.759451,40.1264518,74.9093468,1,March
Chennai,1011.733656,27.66476031,74.3591241,0,April
Coimbatore,951.9739739,28.93776392,67.81245477,0,May
Cuddalore,1019.902967,36.03707881,66.2333873,1,June
Dharmapuri,1034.324389,41.77312995,70.70573622,1,July
Dindigul,973.9248673,37.27012406,68.27888583,0,August
Erode,962.9673178,25.70084753,69.50312443,1,September
Kallakurichi,954.8711037,33.33510507,67.2728835,1,October
Kanniyakumari,1023.534261,39.94890402,68.45177076,1,November
Kancheepuram,1000.428533,26.67428996,69.28258336,1,December
Karur,994.3164202,36.85430274,72.18609774,1,January
Krishnagiri,989.421006,43.03852726,72.09796749,0,February
Madurai,974.3959363,28.96537223,68.3358307,1,March
Nagapattinam,958.1125147,39.14359558,73.62025886,1,April
Namakkal,1046.298479,25.1671127,65.50826789,1,May
Nilgiris (Udhagamandalam/Ooty),1019.451266,32.55859088,72.63661737,1,June
Perambalur,1045.162969,26.81100363,72.05186541,1,July
Pudukkottai,1017.115044,41.77221032,69.7072903,1,August
Ramanathapuram,993.647251,42.96645865,74.90829174,0,September
Ranipet,1008.229357,42.79437855,69.89447452,1,October
Salem,970.2107837,42.99190595,73.46981124,1,November
Sivaganga,981.3618703,40.59750747,65.55139283,1,December
Tenkasi,977.1211626,38.98738676,68.82726791,1,January
Thanjavur,959.9341434,25.32222698,66.58714859,0,February
Theni,1005.063334,32.76958468,74.78996892,1,March
Thoothukudi (Tuticorin),991.62481,39.38319648,71.74968916,1,April
Tiruchirappalli (Trichy),963.6481546,36.93455251,67.66333695,1,May
Tirunelveli,1000.609968,31.21229396,69.4016464,0,June
Tirupathur,1049.800898,38.447871,73.19905911,1,July
Tiruppur,956.3412766,34.16639131,67.58286132,1,August
Tiruvallur,980.9772314,29.14667181,65.05300088,1,September
Tiruvannamalai,1040.043319,40.00436576,71.25018268,0,October
Tiruvarur,1019.269394,33.62091691,68.41148662,1,November
Viluppuram,1007.596106,35.18394686,73.35425271,1,December
Virudhunagar,1041.72288,38.1548585,68.77818424,1,January
Ariyalur,971.5445458,31.74022316,66.33745553,1,February
Chengalpattu,996.770318,27.26874298,67.60270162,1,March
Chennai,1020.240228,32.33056814,73.51825808,0,April
Coimbatore,1023.629197,37.04150368,67.33561679,1,May
Cuddalore,976.7660425,27.503955,73.43563914,1,June
Dharmapuri,1039.077916,28.52142605,74.29981899,1,July
Dindigul,1027.399349,26.21859838,70.12899775,1,August
Erode,1000.698709,38.15659372,69.59985051,1,September
Kallakurichi,990.7306475,41.92792262,70.59413711,1,October
Kancheepuram,1007.331386,25.25614322,73.07194905,1,November
Mayiladuthurai,1008.416266,44.30839619,67.54041137,1,December
Karur,968.4787701,35.6663657,73.69136143,0,January
Krishnagiri,952.7752466,28.10665135,68.66704434,1,February
Madurai,1047.536418,30.10404921,69.65419448,0,March
Nagapattinam,984.4810708,42.85445929,71.42796239,1,April
Namakkal,977.17877,34.4085338,74.9680629,1,May
Nilgiris (Udhagamandalam/Ooty),980.2621031,38.4097305,72.48432088,0,June
Perambalur,997.2599225,44.04109887,65.50915754,1,July
Pudukkottai,987.388739,40.23509162,73.95592631,0,August
Ramanathapuram,974.5603932,28.39571046,71.49235603,1,September
Ranipet,996.8756913,33.62169763,67.99633363,1,October
Salem,979.4576491,31.3245614,74.23165047,1,November
Sivaganga,1000.187098,42.95837358,67.65953108,0,December
Tenkasi,1043.542038,33.87721854,65.575555,1,January
Thanjavur,985.02436,44.84149153,66.68835221,1,February
Theni,1028.253991,37.53215888,68.20974529,1,March
Thoothukudi (Tuticorin),979.7002729,29.94549172,69.04235901,1,April
Tiruchirappalli (Trichy),978.9706455,25.00802314,70.43558142,1,May
Tirunelveli,981.8006068,37.59894639,73.77402359,0,June
Tirupathur,955.5465248,28.47289326,68.69719712,1,July
Tiruppur,957.4849111,32.27213301,69.37277838,1,August
Tiruvallur,956.6210474,27.94621823,70.44244682,1,September
Tiruvannamalai,1047.351092,26.92801395,66.82091836,1,October
Tiruvarur,999.9546446,25.19601894,71.1466406,1,November
Vellore,1017.443593,41.68508015,71.88582603,0,December
Viluppuram,1002.016898,26.87165674,73.85892606,1,January
Virudhunagar,958.5372622,36.5901086,74.55531175,1,February
Ariyalur,1012.621424,36.07938257,69.79322829,1,March
Chengalpattu,994.7231473,42.33875568,71.19047685,1,April
Chennai,1047.436259,38.10522249,71.14661326,0,May
Coimbatore,975.4759216,38.49734538,72.62057234,1,June
Dharmapuri,1006.225515,42.36764549,70.05437736,1,July
Dindigul,1036.248621,31.60709394,73.04114668,0,August
Erode,950.8156283,40.0478326,70.48017465,0,September
Kallakurichi,1033.348582,26.35950872,71.2954074,1,October
Kanniyakumari,974.832962,44.57835358,70.79543124,0,November
Kancheepuram,1041.411082,39.14533764,71.66846764,0,December
Mayiladuthurai,1031.676529,29.92321336,65.49344287,1,January
Karur,952.220359,25.35892238,66.66727166,1,February
Krishnagiri,967.3836826,28.59048883,74.47367187,1,March
Madurai,983.9001813,29.21844074,73.59912488,0,April
Nagapattinam,1044.575678,28.76796215,69.57602759,1,May
Namakkal,1011.90222,29.70574893,74.3790277,0,June
Nilgiris (Udhagamandalam/Ooty),1040.249834,40.7039168,66.10462936,1,July
Perambalur,991.5214199,37.63765653,72.48985462,1,August
Pudukkottai,1026.918689,31.48819222,72.56212005,1,September
Ramanathapuram,995.8771942,28.31318028,65.84546134,1,October
Ranipet,990.231424,32.84919511,67.23928002,1,November
Salem,959.9877802,29.76862388,67.34305154,1,December
Sivaganga,999.869639,28.7734082,69.47307082,1,January
Tenkasi,982.1125606,34.23685922,70.56411919,1,February
Thanjavur,984.547332,29.32247287,65.10400099,1,March
Theni,1013.145687,39.62797921,74.23247776,1,April
Thoothukudi (Tuticorin),996.7228682,31.2224036,70.68092497,0,May
Tiruchirappalli (Trichy),984.9891801,28.59448056,71.59456124,0,June
Tirunelveli,958.0240684,44.50347761,74.15276872,1,July
Tirupathur,979.6575825,41.64161964,71.71902402,0,August
Tiruppur,1011.83472,32.771735,72.79800533,0,September
Tiruvallur,1004.342555,31.41506333,74.99608908,1,October
Tiruvannamalai,972.4399264,25.75674696,67.78576191,1,November
Tiruvarur,1030.543215,29.56131567,65.80984137,1,December
Vellore,992.7963086,31.83154554,69.75601642,1,January
Viluppuram,998.6804556,37.67455664,74.23972624,1,February
Virudhunagar,1015.733103,44.47923127,65.74233561,0,March
Ariyalur,954.9631586,38.81611156,68.63992469,1,April
Chengalpattu,1012.766275,30.4451179,73.72817071,1,May
Chennai,967.9640597,42.40400718,71.79085616,1,June
Coimbatore,991.9926942,28.435582,67.04557841,0,July
Cuddalore,964.279199,28.60120601,72.31339312,1,August
Dharmapuri,1029.631034,43.10773566,70.56849054,1,September
Dindigul,992.2788831,43.62465334,69.61725583,1,October
Erode,1022.815534,34.23654849,69.89377531,0,November
Kallakurichi,1034.531846,39.47634187,65.3826836,1,December
Kanniyakumari,1042.633025,26.72892854,65.58183449,0,January
Kancheepuram,1032.292916,30.57927251,67.89456707,0,February
Mayiladuthurai,1040.092086,44.46410321,66.80378661,0,March
Karur,1042.014429,34.45342848,67.39411749,1,April
Krishnagiri,988.0940898,26.15350031,68.07542639,1,May
Madurai,961.9183763,33.08818968,71.87825012,0,June
Nagapattinam,965.599881,39.64116844,65.75978933,1,July
Namakkal,1001.203928,26.80721679,69.79326491,1,August
Nilgiris (Udhagamandalam/Ooty),1044.345039,25.75129887,73.0186334,0,September
Perambalur,987.1222462,30.56044208,73.87017013,1,October
Pudukkottai,972.4893855,29.28213033,72.30432899,0,November
Ramanathapuram,956.412167,26.70989806,72.47498821,1,December
Ranipet,1016.124141,31.72308816,71.27123586,1,January
Salem,1002.958807,41.96885818,68.95885579,1,February
Sivaganga,1004.354393,33.43714658,71.72310683,0,March
Tenkasi,1040.557202,41.93441262,69.46424065,1,April
Thanjavur,1003.752833,43.97195892,72.29706682,1,May
Theni,994.4512091,27.13721596,73.82262352,1,June
Thoothukudi (Tuticorin),977.4506629,35.8493803,67.39332928,1,July
Tiruchirappalli (Trichy),1028.792269,32.96821769,74.98121484,1,August
Tirunelveli,1019.930206,25.19843892,67.22328078,1,September
Tirupathur,1031.534433,44.25730195,73.11157005,1,October
Tiruppur,978.2166057,43.45067617,73.02614419,0,November
Tiruvallur,957.1691001,26.01591523,74.80419755,1,December
Tiruvannamalai,1038.487183,35.188869,70.7901061,1,January
Tiruvarur,982.9873056,25.94914746,68.71930043,1,February
Vellore,968.5437666,27.41887169,69.88037164,1,March
Viluppuram,1027.313082,28.72640632,71.3957398,1,April
Ariyalur,1014.563102,37.32971211,66.88733291,1,May
Chengalpattu,1003.016565,31.68024545,69.45372091,1,June
Coimbatore,955.9305755,38.55405505,73.61479433,0,July
Cuddalore,1026.855335,36.63747985,73.63827461,1,August
Dharmapuri,984.4734973,27.55615024,67.48717136,1,September
Dindigul,1032.096968,26.52804969,66.61909568,1,October
Erode,1042.42751,31.40192583,69.92581738,0,November
Kallakurichi,1028.415565,30.90344425,69.68850987,1,December
Kanniyakumari,983.8654659,40.70969623,69.71531754,1,January
Kancheepuram,965.4965963,35.63339225,68.41467871,1,February
Mayiladuthurai,986.3871521,40.26573005,72.94382171,1,March
Karur,1045.139124,26.30391952,71.81579299,1,April
Krishnagiri,956.3438348,37.98469249,70.95864173,0,May
Nagapattinam,1025.246542,39.02178526,66.16253699,1,June
Namakkal,1026.044627,37.58544689,69.26202144,1,July
Nilgiris (Udhagamandalam/Ooty),952.4438379,41.7046661,73.03290845,1,August
Perambalur,988.7531834,42.78457099,72.83543554,0,September
Pudukkottai,969.4469483,34.05778669,67.0671845,1,October
Ramanathapuram,966.7722483,34.95533368,72.47077768,1,November
Ranipet,989.2959097,38.22891986,73.13618483,1,December
Salem,974.1557497,28.97320451,68.31011938,1,January
Sivaganga,991.419868,44.21943996,70.78289618,1,February
Tenkasi,985.6766372,33.71424395,73.86603509,1,March
Thanjavur,1027.788793,25.55854171,69.87636299,1,April
Theni,958.476691,40.5293025,69.84118767,0,May
Thoothukudi (Tuticorin),993.0812391,33.37191227,72.28415877,0,June
Tiruchirappalli (Trichy),995.218507,34.92636983,70.62466679,1,July
Tirunelveli,953.4121401,28.52479327,67.8257789,1,August
Tirupathur,975.4414958,43.07560931,72.85482768,0,September
Tiruppur,969.2167948,28.52472258,70.42909451,0,October
Tiruvallur,986.7326736,30.05689248,66.9212749,1,November
Tiruvannamalai,1010.628847,36.87176627,69.19186817,1,December
Tiruvarur,976.001293,25.87227417,67.19516806,1,January
Vellore,964.9785158,26.35475784,74.1788423,1,February
Viluppuram,990.5114585,44.50714949,74.84500124,0,March
Virudhunagar,1043.369771,29.3018099,71.60139399,1,April
Ariyalur,990.6563161,39.98449088,70.74793849,1,May
Chengalpattu,1037.650988,44.42326928,73.1761589,1,June
Chennai,1046.616305,33.58281084,68.87246482,1,July
Coimbatore,1027.434059,39.32242445,69.77221794,0,August
Cuddalore,957.2897669,37.88288525,71.72391197,1,September
Dharmapuri,961.4458455,37.98367759,73.15137169,1,October
Dindigul,950.8694056,25.09321257,67.45097249,1,November
Erode,971.0155846,39.45542994,73.64805179,0,December
Kallakurichi,954.2515438,34.40945554,65.82985125,1,January
Kanniyakumari,1049.129041,26.82698923,71.66177207,1,February
Kancheepuram,958.2816182,25.20914652,67.53647051,1,March
Mayiladuthurai,1042.302797,35.4544886,66.68728285,1,April
Karur,1037.943968,26.12943265,66.66518925,0,May
Madurai,1018.371956,32.75510737,72.9071297,0,June
Nagapattinam,1033.324797,33.00196848,69.98331438,1,July
Namakkal,1033.093599,36.77572549,73.67240682,1,August
Nilgiris (Udhagamandalam/Ooty),1003.821602,31.27370211,71.38510181,1,September
Perambalur,966.7060003,42.98639325,71.16192239,1,October
Pudukkottai,1019.182003,33.84105655,66.22412014,1,November
Ramanathapuram,975.3949576,43.57433488,71.59189462,0,December
Ranipet,999.2441269,34.53395458,68.45435695,1,January
Salem,998.3814196,40.90532619,71.20448177,0,February
Sivaganga,989.9667906,44.59816628,72.18095885,1,March
Tenkasi,1031.729579,32.3785021,72.68643788,1,April
Thanjavur,972.400663,41.86238085,70.73404201,1,May
Theni,1001.111368,36.97248064,66.47758148,0,June
Thoothukudi (Tuticorin),1012.595916,26.47337468,74.94498051,1,July
Tiruchirappalli (Trichy),1029.895212,34.96861864,73.72739055,0,August
Tirupathur,972.0025498,26.55247452,69.11118663,1,September
Tiruppur,1008.890673,35.82772815,65.34918543,0,October
Tiruvallur,1037.628312,44.84129449,73.68308453,1,November
Tiruvannamalai,1002.631695,31.69760989,69.8573763,0,December
Tiruvarur,1040.145162,40.61957685,67.93360599,1,January
Vellore,1029.018774,25.86698669,74.62550076,1,February
Viluppuram,990.7128868,31.61285436,67.38368325,1,March
Virudhunagar,1038.716173,25.96287447,66.23457307,1,April
Ariyalur,983.192727,32.29045432,74.39057212,1,May
Chengalpattu,1038.648514,28.48974063,74.07700824,1,June
Chennai,1024.983525,42.41089584,71.829832,0,July
Coimbatore,989.3872078,44.56771671,72.43463382,0,August
Cuddalore,983.0792715,39.04289335,69.04644135,1,September
Dharmapuri,952.3831923,44.5676532,70.51221068,1,October
Dindigul,1003.686225,35.08451081,73.54778536,1,November
Erode,961.8894845,33.36008635,65.91082438,1,December
Kallakurichi,972.0957047,35.63081535,73.49544707,1,January
Kanniyakumari,982.0362568,35.87853448,69.27719704,1,February
Kancheepuram,1029.100625,30.06533886,69.02852421,1,March
Mayiladuthurai,981.8124063,31.84185663,74.96591568,1,April
Karur,1000.40722,36.83249961,73.00861859,1,May
Krishnagiri,961.8871319,42.1760426,70.13193518,1,June
Madurai,1045.761081,41.40900765,72.56951853,1,July
Nagapattinam,1007.960545,33.81752582,69.37482185,0,August
Namakkal,1025.270024,38.37756782,73.98804325,1,September
Nilgiris (Udhagamandalam/Ooty),987.2405863,44.12636638,67.39390299,0,October
Perambalur,950.2614708,30.48772214,65.70469879,1,November
Pudukkottai,1045.054987,25.32748902,66.38887862,0,December
Ramanathapuram,958.2051154,28.70269833,70.81335842,1,January
Salem,1009.812205,26.15822909,72.32560825,1,February
Sivaganga,951.1644323,36.59146859,70.22453781,1,March
Tenkasi,1032.606386,32.78305078,72.69399609,1,April
Thanjavur,1001.946958,25.78781911,68.32000471,1,May
Theni,1021.389489,36.9368415,67.63710183,0,June
Thoothukudi (Tuticorin),973.1533805,32.65096438,72.2103446,1,July
Tiruchirappalli (Trichy),962.6533339,27.01477762,71.16253331,1,August
Tirunelveli,998.8248944,32.65394804,70.95731581,1,September
Tirupathur,1035.671431,37.03586419,72.32656591,1,October
Tiruppur,1026.245312,31.09598209,67.51417479,1,November
Tiruvannamalai,993.7079402,33.04970079,71.71999304,1,December
Tiruvarur,1040.434869,31.96384461,71.18060372,1,January
Vellore,979.0746094,43.68429483,74.52402688,1,February
Viluppuram,1020.044174,32.9038301,68.06732431,1,March
Virudhunagar,986.8604951,33.03722005,66.48941591,1,April
Ariyalur,992.2267753,38.05327512,71.50341678,1,May
Chengalpattu,953.4868243,28.3063919,70.46995927,1,June
Chennai,1019.018825,35.95914444,66.68904637,0,July
Coimbatore,955.7615809,36.71521766,69.5890131,1,August
Cuddalore,967.3166195,30.09370919,66.41515249,1,September
Dindigul,1047.146021,41.01329348,72.3807978,1,October
Erode,1036.086221,38.71192085,74.74766028,0,November
Kallakurichi,978.7450197,42.15405828,69.3389205,1,December
Kanniyakumari,1035.933516,37.34969659,65.82326018,1,January
Kancheepuram,1014.239813,33.89990065,70.01289835,1,February
Mayiladuthurai,987.3447771,28.60482032,70.59802207,1,March
Karur,973.9340331,42.32641192,69.78760102,1,April
Krishnagiri,1042.026681,36.22337763,70.44338089,0,May
Madurai,1012.433377,25.72076097,69.95821132,0,June
Nagapattinam,1029.994543,42.93393108,72.45331603,1,July
Namakkal,1000.463627,44.76381479,71.99345562,1,August
Nilgiris (Udhagamandalam/Ooty),964.9076903,30.85946552,73.13037849,1,September
Perambalur,1019.338717,33.94802916,73.66689308,1,October
Pudukkottai,1047.173875,35.50915584,69.54807183,0,November
Ramanathapuram,965.4125928,32.33016567,73.25419978,0,December
Ranipet,983.2353935,35.85108076,65.29551662,1,January
Salem,995.4959875,43.6121261,72.30839219,1,February
Sivaganga,971.1792063,27.83866145,74.12761328,1,March
Tenkasi,955.4033476,40.43319794,71.43614792,1,April
Thanjavur,982.6376374,40.40011786,69.73430757,1,May
Theni,987.4016083,30.29221146,66.63152001,1,June
Thoothukudi (Tuticorin),959.8898312,27.67000206,66.47655384,0,July
Tiruchirappalli (Trichy),1000.233728,40.42418373,69.72435977,1,August
Tirunelveli,990.9746563,35.42699909,73.8943443,0,September
Tirupathur,1023.885076,32.87789236,67.2707396,1,October
Tiruppur,954.4857063,38.82820782,70.11260914,0,November
Tiruvallur,961.399419,31.09865856,69.15065265,1,December
Tiruvannamalai,975.5694023,35.85796307,72.00175106,1,January
Tiruvarur,972.2773905,32.05534361,69.99666494,1,February
Vellore,954.9142491,37.42108544,74.22653395,1,March
Viluppuram,951.3346041,26.8411398,73.35642308,1,April
Virudhunagar,973.2374725,29.00598927,69.64765608,1,May
Ariyalur,1017.225426,32.98302697,72.51825814,1,June
Chengalpattu,1027.038408,44.21623607,69.69226753,1,July
Chennai,952.9304331,35.60884026,68.55477481,0,August
Coimbatore,1014.972962,38.81665307,69.71788475,0,September
Cuddalore,1024.216055,34.22609608,66.15872099,1,October
Dharmapuri,955.0055548,26.01223664,66.25633221,1,November
Dindigul,1045.72718,33.07645457,72.16385993,1,December
Erode,1022.710358,29.34588007,66.74289429,1,January
Kallakurichi,1039.40733,43.33164985,69.69287208,1,February
Kanniyakumari,1049.613028,35.89028595,74.18631481,0,March
Kancheepuram,973.3495371,26.70120887,68.39753447,1,April
Mayiladuthurai,1032.508261,43.04931205,68.43855648,1,May
Karur,991.2207717,41.50116988,69.49569603,1,June
Krishnagiri,975.088708,39.63590396,66.7002686,0,July
Madurai,1009.949446,32.06285396,69.0794093,1,August
Nagapattinam,1038.140664,43.79062778,66.19521147,1,September
Namakkal,1013.257534,44.80001102,71.54325091,1,October
Nilgiris (Udhagamandalam/Ooty),1033.233043,28.78488778,66.8455358,1,November
Perambalur,981.7374834,30.69881463,68.26995745,1,December
Pudukkottai,1006.343562,38.35611274,66.03442432,1,January
Ramanathapuram,988.9429308,32.73022091,67.60534494,0,February
Ranipet,953.7074606,28.3735791,69.97116134,1,March
Salem,985.3538389,42.61156553,71.72450462,1,April
Sivaganga,977.2609649,34.9474057,74.18983855,1,May
Tenkasi,1013.334289,28.80696721,70.46885011,1,June
Thanjavur,987.1159435,36.72344029,68.76691242,0,July
Theni,1001.576499,37.44091867,72.64923821,1,August
Thoothukudi (Tuticorin),1006.543367,40.94647165,66.63255565,1,September
Tiruchirappalli (Trichy),988.7791058,37.69306029,73.12798315,0,October
Tirunelveli,968.4741855,38.01322158,74.69293418,1,November
Tirupathur,988.9761813,40.86358995,67.33916409,1,December
Tiruppur,979.9835931,28.04035208,65.68238998,1,January
Tiruvallur,971.179478,32.34235343,70.55262905,1,February
Tiruvannamalai,963.3855812,40.4708207,71.39249203,0,March
Tiruvarur,1022.97983,38.81632772,72.34178348,1,April
Vellore,1037.3197,43.28424744,69.6378712,1,May
Viluppuram,973.0311536,43.21713962,72.14606525,1,June
Virudhunagar,1003.604495,27.42359801,68.08606954,1,July
Ariyalur,992.7199082,28.20455235,70.37574742,1,August
Chengalpattu,975.2602474,39.45498221,68.26118309,1,September
Chennai,968.013118,37.58372242,65.66167788,0,October
Coimbatore,974.015937,32.65974594,67.78614895,1,November
Cuddalore,1013.933322,39.44554906,70.5931301,1,December
Dharmapuri,1002.590158,31.81344894,70.70836991,1,January
Dindigul,959.5606491,27.42906026,65.96112155,0,February
Erode,1013.719472,42.26376759,69.32754908,1,March
Kallakurichi,1048.494729,40.59256266,74.23028394,1,April
Kanniyakumari,970.3665979,36.93451718,65.4004149,1,May
Kancheepuram,975.6847403,27.51009364,72.62019739,1,June
Mayiladuthurai,955.3561577,27.6143528,70.87530315,1,July
Karur,1035.113107,40.9352363,68.45103161,0,August
Madurai,989.6631364,43.95204088,71.51348722,1,September
Nagapattinam,1039.436869,44.59113418,67.10289579,1,October
Namakkal,1006.800993,43.61095558,74.49577341,1,November
Nilgiris (Udhagamandalam/Ooty),1002.681965,44.1742706,73.80590827,0,December
Perambalur,969.8159311,37.17733067,66.03384825,1,January
Pudukkottai,1004.628574,44.13952933,73.10063528,1,February
Ramanathapuram,1048.070787,37.60225671,73.80336018,1,March
Ranipet,965.7776486,38.64381826,74.54677396,1,April
Salem,1030.784062,28.8792605,72.44815066,1,May
Sivaganga,1040.218862,34.8514291,68.85243439,1,June
Tenkasi,1027.74819,40.90617692,70.64035825,1,July
Thanjavur,1023.179435,31.09181376,66.87723829,0,August
Theni,1017.329652,26.38166265,66.64779571,1,September
Thoothukudi (Tuticorin),996.2180839,31.0042834,70.48758198,0,October
Tiruchirappalli (Trichy),984.9943764,26.94534853,65.71121549,1,November
Tirunelveli,1000.193875,43.3299601,69.4683231,0,December
Tirupathur,1041.770228,30.80262401,73.83840155,1,January
Tiruppur,961.6427247,42.36982249,70.24898317,1,February
Tiruvallur,964.0499889,29.55791261,67.12800486,1,March
Tiruvannamalai,964.8967138,42.7934339,72.2077037,1,April
Tiruvarur,1007.024178,39.54879974,67.21679739,1,May
Vellore,967.7653526,37.91515454,72.66973429,0,June
Viluppuram,1041.160128,44.81290151,66.7246933,1,July
Virudhunagar,988.986183,42.10632111,74.44285701,1,August
Ariyalur,951.1721933,32.64161119,74.55925751,1,September
Chengalpattu,1021.092809,37.4149736,66.15367423,0,October
Chennai,987.4878814,35.22430721,71.95712502,0,November
Coimbatore,1036.658224,38.08914302,71.40453949,1,December
Cuddalore,979.2743867,33.43463741,69.53574261,1,January
Dharmapuri,980.7407354,33.52048706,68.16017773,1,February
Dindigul,966.0983953,39.80681096,66.21029907,1,March
Erode,986.2297778,31.96066656,66.75165453,0,April
Kallakurichi,1014.339469,43.89716515,70.12243353,1,May
Kanniyakumari,998.1128586,29.34856596,72.60679006,0,June
Kancheepuram,1008.359575,32.37348388,74.48754081,1,July
Mayiladuthurai,1039.368733,30.9965798,70.42323167,1,August
Karur,957.3107022,31.64215489,67.83293949,1,September
Krishnagiri,963.8379238,30.51833228,67.11346736,1,October
Madurai,998.1172506,38.32423546,66.84084056,0,November
Nagapattinam,970.2932469,34.98514796,68.72743359,1,December
Namakkal,965.1907708,36.61036075,74.48310446,1,January
Nilgiris (Udhagamandalam/Ooty),1045.343109,31.8955701,73.61016814,1,February
Perambalur,1011.658682,28.03812943,73.04737558,1,March
Pudukkottai,1000.339399,36.92967033,66.20563889,0,April
Ramanathapuram,1027.49401,41.65479616,74.54788556,1,May
Ranipet,974.741947,31.61387439,71.76287739,1,June
Salem,977.5707088,40.17221037,70.71237253,1,July
Tenkasi,1007.817017,25.48828259,68.13248172,0,August
Thanjavur,1049.655398,39.39177033,66.82478843,1,September
Theni,1037.677331,26.30038231,71.83382811,1,October
Thoothukudi (Tuticorin),978.6077749,41.16131361,71.22083432,1,November
Tiruchirappalli (Trichy),954.3676174,29.33740663,67.01506974,0,December
Tirunelveli,1044.553375,39.65722324,72.49337679,0,January
Tirupathur,1009.266125,40.80558525,69.16277806,1,February
Tiruppur,1019.69402,42.021829,68.28776814,0,March
Tiruvallur,1006.947477,31.64314765,71.01326684,1,April
Tiruvannamalai,1044.395775,38.82930609,72.96331179,1,May
Vellore,1028.74468,38.72151427,67.325298,1,June
Viluppuram,1029.92231,32.44753491,70.28404809,0,July
Virudhunagar,1000.153394,41.21710577,66.53552984,1,August
Ariyalur,1027.361412,26.18344679,73.41131278,1,September
Chengalpattu,987.9887846,30.28438398,72.39985723,1,October
Chennai,973.1625764,44.2083894,72.01842064,0,November
Coimbatore,1003.813537,32.87443733,72.83434441,0,December
Cuddalore,1037.270599,28.19085641,69.33949326,1,January
Dharmapuri,997.5775355,25.9760261,67.02089354,1,February
Dindigul,1047.173366,43.48592912,74.73289012,1,March
Erode,1033.237473,28.79305703,71.99037201,0,April
Kallakurichi,1043.788188,42.19618169,70.93237948,0,May
Kanniyakumari,957.2760656,25.438019,68.03638776,0,June
Kancheepuram,1048.474441,31.95556556,71.84869563,0,July
Mayiladuthurai,995.2900125,34.31955648,70.05908788,1,August
Karur,1010.694735,42.56282744,65.53968932,1,September
Krishnagiri,991.580412,40.72294331,66.53713077,1,October
Madurai,1009.562687,40.13814284,71.64485633,0,November
Nagapattinam,967.1655747,43.22823263,73.56146586,1,December
Namakkal,988.3706966,38.03480655,68.40487979,1,January
Nilgiris (Udhagamandalam/Ooty),1028.822435,37.14797234,67.11037951,1,February
Perambalur,976.4100688,33.11810073,74.59717777,1,March
Pudukkottai,993.5669526,27.45601686,68.78220391,1,April
Ramanathapuram,1019.914619,38.86791068,70.59949583,0,May
Ranipet,1039.16384,41.97735909,72.7808485,1,June
Salem,961.2588562,25.92912623,73.43807557,1,July
Sivaganga,1011.649248,40.70762641,73.80177835,1,August
Tenkasi,972.8373816,35.55628895,71.79432945,1,September
Thanjavur,963.3128753,32.95420487,68.79241842,1,October
Theni,1001.226705,38.91631471,70.54491564,1,November
Thoothukudi (Tuticorin),1043.508804,44.9610773,71.42149384,0,December
Tiruchirappalli (Trichy),954.7494214,30.58703928,66.51462573,1,January
Tirunelveli,973.3698053,44.80405115,73.30171222,1,February
Tirupathur,969.3888769,42.19489693,70.08820283,0,March
Tiruppur,1035.100242,43.25925743,73.30409326,0,April
Tiruvallur,996.5852816,44.93534713,69.60789333,1,May
Tiruvannamalai,996.1965918,29.36626481,71.18422314,1,June
Tiruvarur,1047.017377,33.30653647,68.26035067,0,July
Vellore,974.5435438,44.25507066,69.05757705,1,August
Viluppuram,981.53864,41.1995976,73.64868058,1,September
Virudhunagar,1000.160292,25.82184217,69.96047492,1,October
Ariyalur,964.210228,27.81365046,69.45075936,1,November
Chengalpattu,1025.641712,27.07386066,65.46911578,1,December
Chennai,993.5727061,36.38951699,69.43719543,0,January
Coimbatore,995.4976833,42.31909542,73.6459274,0,February
Cuddalore,997.6151055,25.16487522,66.08300143,1,March
Dharmapuri,1002.554733,42.04995854,69.27604336,1,April
Dindigul,1040.688305,43.98821462,73.92420934,1,May
Erode,976.1553754,34.03005833,69.75879581,1,June
Kallakurichi,971.1655401,28.11943757,70.44771264,1,July
Kanniyakumari,1045.608861,27.78831307,71.54030724,1,August
Kancheepuram,975.470242,40.10136207,72.03062929,1,September
Mayiladuthurai,982.860713,40.88449086,74.80758728,1,October
Karur,990.2559515,25.83382989,72.72209985,1,November
Krishnagiri,966.5201686,33.88262047,68.5752048,1,December
Madurai,1048.358952,25.87863819,69.26527335,1,January
